city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
5,0.92,1,0,2,0,5,20,4,4,4,140.0,0.0
48,0.91,1,0,2,2,5,4,2,5,4,36.0,1.0
95,0.855,1,0,0,0,5,12,0,1,5,55.0,0.0
82,0.89,1,1,0,1,4,15,8,5,5,185.5,1.0
93,0.666,1,0,2,0,5,12,8,5,0,7.0,0.0
95,0.855,1,0,2,0,5,9,8,5,3,19.0,0.0
5,0.92,1,0,2,0,5,22,8,5,0,33.0,0.0
95,0.855,1,0,0,0,5,16,0,5,0,185.5,0.0
5,0.92,1,1,0,0,5,15,8,5,0,21.0,0.0
13,0.926,1,0,2,0,5,16,5,5,3,15.0,0.0
48,0.91,1,0,2,0,5,20,1,5,1,45.0,0.0
35,0.763,1,0,2,2,5,20,0,5,1,50.0,0.0
41,0.689,1,0,2,0,5,19,7,1,0,63.0,0.0
5,0.92,1,0,1,0,5,17,4,2,0,39.0,0.0
5,0.92,1,1,0,0,5,16,8,5,0,18.0,0.0
85,0.896,1,0,2,0,5,14,7,0,0,165.0,0.0
30,0.897,1,0,2,2,5,20,7,5,4,62.0,0.0
104,0.698,1,0,0,0,5,18,1,5,0,27.0,0.0
49,0.92,1,0,2,2,5,22,1,5,4,72.0,0.0
5,0.92,1,0,2,0,0,14,4,5,0,62.0,0.0
13,0.926,1,0,2,2,2,22,4,1,1,4.0,0.0
48,0.91,1,0,2,2,5,22,2,4,4,3.0,0.0
3,0.558,1,0,2,0,5,17,7,5,0,100.0,1.0
49,0.92,1,0,2,0,5,2,8,5,0,79.0,1.0
6,0.924,1,0,2,0,5,20,3,5,0,139.0,0.0
5,0.92,1,0,2,2,5,14,3,5,0,47.0,0.0
5,0.92,1,0,1,0,1,6,7,5,0,9.0,1.0
64,0.624,1,0,2,2,5,14,3,5,0,22.0,1.0
64,0.624,1,0,2,0,5,2,3,5,0,185.5,0.0
5,0.92,1,0,0,1,4,16,2,5,0,34.0,0.0
70,0.939,0,1,1,0,5,15,4,5,0,24.0,0.0
64,0.624,1,1,2,0,5,12,8,5,0,43.0,1.0
64,0.624,1,0,2,2,5,16,3,5,0,185.5,0.0
5,0.92,1,0,2,0,5,8,0,5,2,7.0,0.0
13,0.926,1,0,0,1,4,2,1,3,5,40.0,1.0
5,0.92,1,0,2,2,5,8,7,1,0,57.0,0.0
64,0.624,1,0,0,0,5,8,1,5,0,105.0,0.0
5,0.92,1,1,0,0,5,15,8,5,1,61.0,0.0
30,0.897,1,0,2,2,5,18,8,5,1,18.0,0.0
13,0.926,0,1,2,2,5,17,7,4,4,4.0,0.0
13,0.926,1,1,2,1,4,18,8,5,5,22.0,0.0
21,0.738,1,0,0,0,5,5,1,5,5,73.0,0.0
5,0.92,0,0,2,0,5,12,4,5,0,43.0,0.0
99,0.884,1,0,2,1,4,2,8,5,0,96.0,0.0
48,0.91,1,1,0,0,5,1,8,5,0,26.0,1.0
29,0.698,1,1,2,0,4,0,8,5,5,33.0,0.0
5,0.92,1,0,2,0,5,22,4,5,0,176.0,0.0
64,0.624,1,1,0,2,4,1,4,5,5,20.0,1.0
103,0.939,1,0,2,0,5,18,3,5,1,185.5,1.0
30,0.897,1,0,2,2,5,5,5,5,4,5.0,0.0
5,0.92,1,0,2,0,4,14,7,5,1,74.0,0.0
5,0.92,0,0,2,0,5,21,1,1,0,103.0,0.0
5,0.92,1,0,2,2,5,22,3,5,4,33.0,1.0
95,0.855,1,0,2,2,5,20,5,5,4,108.0,0.0
5,0.92,0,0,2,2,5,10,1,2,0,72.0,0.0
112,0.923,0,0,2,0,5,22,8,5,1,56.0,1.0
5,0.92,1,0,2,0,5,22,1,5,1,118.0,0.0
64,0.624,1,1,2,0,5,14,7,2,0,72.0,1.0
6,0.924,1,1,0,0,4,12,7,0,5,84.0,0.0
5,0.92,1,1,2,0,5,15,8,5,1,25.0,0.0
5,0.92,1,0,2,2,5,7,0,1,0,90.0,0.0
5,0.92,1,0,2,0,5,8,1,5,0,29.0,0.0
4,0.804,1,0,2,2,5,13,0,5,0,13.0,0.0
121,0.949,1,0,2,0,5,3,2,5,1,64.0,0.0
36,0.727,1,0,2,0,5,15,4,5,2,94.0,1.0
5,0.92,1,0,2,2,5,22,8,5,1,97.0,1.0
64,0.624,1,1,0,0,5,16,2,5,4,14.0,1.0
13,0.926,1,0,1,0,5,3,0,1,0,90.0,0.0
5,0.92,1,0,2,3,5,14,8,5,5,94.0,0.0
5,0.92,1,0,2,0,5,19,3,5,0,6.0,0.0
30,0.897,1,0,2,2,5,17,0,5,0,8.0,0.0
5,0.92,1,0,2,2,5,22,1,5,1,15.0,0.0
64,0.624,1,1,0,0,5,2,8,5,5,56.0,1.0
48,0.91,1,0,2,0,5,18,1,5,2,100.0,0.0
5,0.92,1,0,2,0,0,20,4,1,1,22.0,0.0
49,0.92,1,1,2,4,4,21,2,4,1,85.0,0.0
14,0.789,0,1,0,0,5,14,8,5,0,75.0,1.0
64,0.624,0,1,2,0,5,14,3,5,0,43.0,1.0
48,0.91,1,0,2,0,5,15,4,5,0,2.0,0.0
64,0.624,1,0,2,0,5,17,6,5,3,43.0,0.0
121,0.949,1,0,2,0,5,22,7,1,1,35.0,0.0
13,0.926,1,0,2,0,1,15,1,5,2,29.0,0.0
64,0.624,0,0,2,0,5,14,8,0,5,48.0,1.0
102,0.579,1,1,1,1,4,14,8,5,5,21.0,1.0
5,0.92,1,0,2,0,5,7,8,5,0,50.0,1.0
5,0.92,1,0,2,2,5,22,6,4,1,78.0,0.0
13,0.926,1,0,2,4,4,14,4,5,5,86.0,0.0
6,0.924,1,1,0,1,4,1,4,5,0,39.0,0.0
21,0.738,1,1,0,0,5,15,8,5,5,9.0,1.0
118,0.865,1,0,2,1,4,8,5,5,0,104.0,0.0
101,0.754,1,0,2,0,5,18,1,5,2,100.0,0.0
46,0.766,1,0,2,0,5,7,4,5,4,97.0,1.0
5,0.92,1,0,2,0,5,22,6,5,3,68.0,0.0
21,0.738,1,0,2,0,5,16,8,5,5,31.0,0.0
64,0.624,1,0,0,0,5,21,4,5,1,36.0,1.0
49,0.92,1,0,2,0,5,22,8,5,4,83.0,1.0
21,0.738,1,0,2,0,5,6,2,5,1,29.0,1.0
3,0.558,1,1,1,0,5,1,0,5,0,5.0,0.0
5,0.92,1,0,2,2,5,2,4,5,2,108.0,0.0
5,0.92,1,1,2,0,5,16,7,5,2,143.0,0.0
30,0.897,1,0,2,0,5,2,4,4,1,185.5,0.0
5,0.92,1,0,2,0,5,22,3,5,4,53.0,0.0
5,0.92,1,0,2,0,2,12,5,5,0,4.0,0.0
114,0.925,1,1,0,2,5,7,7,5,1,83.0,0.0
5,0.92,1,0,2,0,5,16,3,5,1,102.0,0.0
64,0.624,1,0,1,0,5,14,3,5,2,185.5,0.0
5,0.92,1,0,2,2,5,6,4,1,0,34.0,0.0
13,0.926,1,0,2,0,5,2,7,5,1,76.0,0.0
5,0.92,1,0,2,0,5,2,1,5,0,4.0,0.0
5,0.92,1,1,2,1,4,16,8,5,0,140.0,1.0
4,0.804,1,1,2,0,5,3,4,5,0,136.0,1.0
13,0.926,1,1,0,0,5,19,8,5,0,79.0,0.0
48,0.91,0,0,2,0,5,14,3,2,1,8.0,0.0
5,0.92,1,1,2,1,4,21,8,5,5,105.0,0.0
112,0.923,0,0,2,2,5,22,8,5,3,33.0,0.0
5,0.92,1,1,1,1,4,16,8,5,0,96.0,0.0
15,0.743,0,0,2,2,4,20,1,5,3,9.0,0.0
55,0.878,1,0,2,0,5,2,1,5,4,17.0,0.0
13,0.926,1,1,0,1,4,14,6,5,0,63.0,1.0
112,0.923,1,1,2,0,5,6,3,5,1,168.0,0.0
5,0.92,1,0,0,1,4,16,8,5,0,54.0,0.0
94,0.802,1,0,1,0,3,20,3,5,0,13.0,0.0
64,0.624,1,0,2,0,5,17,3,5,1,110.0,1.0
48,0.91,1,0,2,2,5,20,2,5,1,71.0,0.0
49,0.92,1,1,2,0,3,22,6,5,4,12.0,0.0
31,0.836,1,0,2,3,5,22,8,5,5,43.0,0.0
83,0.762,1,0,2,0,5,18,8,5,5,35.0,0.0
4,0.804,1,0,2,2,5,22,2,5,0,43.0,0.0
5,0.92,1,0,2,0,5,19,5,4,0,30.0,0.0
31,0.836,1,0,1,2,5,16,0,5,0,150.0,0.0
5,0.92,1,1,2,0,5,22,0,5,3,124.0,0.0
48,0.91,1,0,2,0,5,22,4,5,4,57.0,0.0
13,0.926,1,0,2,0,5,22,8,5,2,5.0,0.0
5,0.92,1,0,0,0,5,18,0,5,4,50.0,0.0
13,0.926,1,1,0,1,4,14,8,5,1,122.0,1.0
5,0.92,1,1,1,2,5,14,1,5,0,28.0,0.0
121,0.949,0,0,2,2,5,22,4,5,1,111.0,0.0
5,0.92,1,0,2,0,2,8,4,5,0,66.0,0.0
5,0.92,1,1,1,0,5,12,3,5,0,6.0,0.0
4,0.804,1,1,2,2,5,17,8,5,5,174.0,0.0
5,0.92,1,0,2,0,5,16,4,5,4,106.0,0.0
103,0.939,0,0,2,2,5,9,0,5,0,14.0,0.0
101,0.754,1,0,1,0,5,18,0,5,0,28.0,0.0
6,0.924,1,1,2,1,4,22,7,5,4,35.0,0.0
120,0.925,1,0,2,0,5,22,7,5,2,168.0,0.0
30,0.897,1,0,2,2,5,15,4,5,0,112.0,0.0
48,0.91,1,0,2,0,5,4,4,5,4,185.5,0.0
30,0.897,1,1,2,2,5,4,0,1,1,14.0,0.0
6,0.924,1,0,2,2,5,2,3,5,5,95.0,0.0
91,0.913,1,0,2,2,5,22,8,5,4,50.0,0.0
64,0.624,1,0,0,2,5,17,4,5,1,103.0,0.0
2,0.887,1,1,2,1,4,17,1,5,0,4.0,1.0
64,0.624,2,0,1,0,4,21,0,5,0,185.5,1.0
2,0.887,1,1,1,0,5,22,8,5,1,12.0,1.0
64,0.624,1,1,0,0,5,16,8,5,5,56.0,1.0
1,0.895,1,0,2,0,5,22,4,5,0,53.0,0.0
64,0.624,0,0,0,0,5,17,4,5,2,59.0,0.0
5,0.92,1,0,2,0,5,8,4,2,1,14.0,0.0
5,0.92,0,0,2,0,5,8,2,5,4,142.0,0.0
24,0.527,1,0,2,0,5,20,8,5,4,17.0,0.0
101,0.754,1,0,2,2,5,6,3,5,1,14.0,0.0
5,0.92,1,1,2,0,0,16,1,5,5,80.0,0.0
5,0.92,2,1,2,0,5,5,3,4,4,13.0,0.0
64,0.624,1,1,0,1,4,12,8,5,5,3.0,0.0
5,0.92,1,1,0,1,4,17,8,5,0,73.0,0.0
5,0.92,1,0,2,2,5,2,5,5,3,48.0,0.0
5,0.92,1,0,2,2,5,8,3,5,4,50.0,0.0
56,0.776,1,0,2,0,2,17,0,5,4,14.0,0.0
48,0.91,1,0,2,0,5,4,4,5,4,96.0,0.0
104,0.698,1,1,0,0,5,15,8,5,0,156.0,1.0
101,0.754,1,0,2,0,5,18,1,5,0,3.0,0.0
5,0.92,1,0,2,0,5,12,8,5,5,4.0,1.0
64,0.624,1,0,2,2,5,14,4,1,0,12.0,1.0
112,0.923,1,0,2,2,5,10,3,5,3,17.0,0.0
49,0.92,1,0,2,2,5,22,7,3,0,63.0,0.0
98,0.698,1,0,0,0,5,12,3,5,0,22.0,0.0
38,0.84,1,0,2,0,5,6,0,5,2,52.0,0.0
5,0.92,0,1,0,0,5,12,3,5,5,34.0,0.0
6,0.924,1,0,0,1,4,2,8,5,0,79.0,0.0
95,0.855,1,0,2,2,5,22,3,5,0,107.0,0.0
5,0.92,1,0,2,0,1,10,4,5,0,92.0,1.0
13,0.926,1,0,2,1,4,17,2,5,1,14.0,0.0
37,0.74,1,1,2,0,5,14,8,5,5,46.0,1.0
5,0.92,1,0,2,0,5,18,3,5,3,16.0,0.0
5,0.92,1,0,2,0,5,18,7,5,3,185.5,0.0
64,0.624,1,0,0,0,5,16,1,5,0,42.0,0.0
5,0.92,1,0,1,2,1,3,3,4,2,60.0,0.0
95,0.855,1,0,2,0,5,22,3,5,3,138.0,1.0
120,0.925,1,0,2,0,5,18,4,5,0,68.0,0.0
82,0.89,1,1,0,2,2,12,8,5,0,6.0,0.0
102,0.579,1,0,2,0,5,12,8,5,5,62.0,1.0
5,0.92,1,0,2,0,5,4,4,1,0,107.0,0.0
5,0.92,1,0,2,2,5,22,2,4,4,55.0,0.0
121,0.949,1,0,2,1,4,7,0,5,1,32.0,1.0
64,0.624,1,0,2,0,5,20,1,5,4,174.0,0.0
83,0.762,1,0,2,2,5,15,8,5,2,34.0,1.0
6,0.924,1,0,2,0,5,22,8,5,4,3.0,0.0
49,0.92,0,1,2,0,2,12,8,5,0,20.0,1.0
101,0.754,1,0,2,0,5,18,5,5,5,94.0,0.0
48,0.91,1,1,2,2,5,7,3,5,4,20.0,1.0
43,0.698,1,0,0,2,5,6,4,5,1,6.0,0.0
64,0.624,1,0,2,0,5,16,5,5,2,112.0,1.0
57,0.764,1,0,2,0,5,17,7,1,0,45.0,0.0
48,0.91,1,1,2,1,4,12,8,5,5,12.0,0.0
64,0.624,1,0,2,0,5,8,7,5,4,134.0,1.0
5,0.92,1,0,2,0,5,22,2,5,4,9.0,1.0
5,0.92,1,0,2,0,3,17,2,5,4,48.0,0.0
78,0.827,1,0,0,2,5,18,5,1,1,92.0,0.0
49,0.92,1,0,2,0,5,15,1,4,1,160.0,0.0
13,0.926,1,0,2,3,5,22,4,5,4,40.0,0.0
119,0.698,1,0,1,0,5,15,8,5,0,105.0,1.0
5,0.92,1,0,2,0,5,22,1,5,0,160.0,0.0
48,0.91,1,0,2,0,5,13,4,5,0,103.0,0.0
5,0.92,0,1,2,0,2,8,8,5,4,78.0,1.0
13,0.926,1,0,2,0,5,3,2,5,1,9.0,0.0
64,0.624,1,0,0,0,5,14,4,0,0,40.0,1.0
30,0.897,1,0,0,2,5,21,8,5,1,14.0,0.0
24,0.527,1,0,2,0,5,17,1,5,2,185.5,1.0
91,0.913,1,0,2,0,4,2,8,5,1,3.0,0.0
4,0.804,1,1,0,1,4,16,8,5,0,17.0,0.0
11,0.55,1,1,2,0,5,16,8,5,5,37.0,1.0
13,0.926,1,0,2,0,5,11,1,5,1,16.0,0.0
17,0.722,1,0,2,0,5,2,4,5,0,13.0,0.0
5,0.92,2,0,2,0,5,13,3,4,0,14.0,0.0
89,0.866,1,0,0,1,4,14,8,5,0,155.0,0.0
63,0.796,1,0,2,0,5,20,5,5,2,77.0,0.0
5,0.92,1,0,2,0,5,22,1,5,0,36.0,0.0
5,0.92,1,0,2,0,4,7,4,5,4,42.0,0.0
104,0.698,1,0,0,0,5,3,7,5,1,10.0,0.0
48,0.91,1,1,0,1,4,15,8,5,0,14.0,0.0
122,0.915,1,1,0,0,5,14,8,5,0,16.0,1.0
85,0.896,1,0,2,0,5,6,1,5,4,116.0,1.0
5,0.92,1,1,0,1,4,15,8,5,5,185.5,0.0
64,0.624,1,1,2,1,4,21,8,5,5,53.0,1.0
5,0.92,1,0,2,0,5,22,1,2,0,70.0,0.0
49,0.92,1,0,2,0,0,7,4,0,0,22.0,0.0
6,0.924,1,0,2,2,5,9,5,5,0,41.0,0.0
95,0.855,0,0,2,0,2,14,4,5,2,66.0,0.0
70,0.939,1,1,2,3,5,15,8,4,0,13.0,0.0
5,0.92,1,0,2,0,5,22,8,5,2,47.0,0.0
98,0.698,1,1,0,0,5,12,8,5,1,106.0,0.0
55,0.878,1,0,2,2,5,3,1,5,0,24.0,1.0
5,0.92,0,0,2,0,3,12,8,5,1,11.0,1.0
48,0.91,1,0,2,0,5,16,7,5,4,146.0,0.0
48,0.91,1,0,2,0,0,22,4,0,2,40.0,0.0
64,0.624,1,0,0,0,5,12,4,1,0,19.0,1.0
69,0.848,1,0,0,0,5,22,8,5,2,34.0,0.0
83,0.762,1,0,2,0,5,8,4,5,0,16.0,0.0
49,0.92,1,0,2,2,5,2,4,5,3,51.0,0.0
5,0.92,1,1,2,2,2,4,8,5,0,142.0,1.0
5,0.92,1,1,2,4,4,18,8,5,5,88.0,0.0
64,0.624,1,0,2,0,5,18,1,1,1,76.0,0.0
68,0.698,1,1,0,0,5,14,8,5,0,59.0,0.0
4,0.804,1,1,2,0,5,21,4,5,0,43.0,0.0
116,0.698,0,0,2,2,5,8,0,1,0,22.0,0.0
48,0.91,1,1,2,0,2,21,7,0,0,131.0,0.0
70,0.939,1,0,2,2,5,22,4,0,0,3.0,1.0
5,0.92,1,1,0,0,5,16,8,5,0,16.0,0.0
48,0.91,0,1,2,2,5,14,7,0,0,59.0,1.0
64,0.624,0,1,0,1,4,16,8,5,5,110.0,1.0
21,0.738,1,0,0,2,5,19,3,5,5,34.0,0.0
101,0.754,1,0,2,0,4,2,0,5,0,16.0,0.0
55,0.878,1,0,2,0,5,16,4,5,2,100.0,0.0
5,0.92,1,1,0,0,2,14,2,2,0,19.0,0.0
64,0.624,1,0,2,0,5,2,1,5,4,34.0,0.0
5,0.92,1,1,2,0,5,3,1,5,0,43.0,0.0
74,0.893,1,0,0,0,5,22,0,5,0,48.0,0.0
5,0.92,1,0,2,0,5,19,1,5,2,12.0,0.0
49,0.92,1,0,2,0,5,6,4,5,1,185.5,0.0
48,0.91,1,0,2,0,5,20,0,5,1,21.0,0.0
4,0.804,0,1,2,0,2,1,8,5,0,185.5,0.0
48,0.91,1,0,2,0,5,8,0,1,1,41.0,0.0
64,0.624,1,0,0,0,5,12,1,5,0,185.5,1.0
37,0.74,0,1,2,0,5,16,3,5,1,91.0,0.0
94,0.802,1,1,0,0,5,20,1,5,5,14.0,0.0
5,0.92,1,0,2,2,5,22,5,5,2,98.0,0.0
103,0.939,1,0,2,0,5,22,1,5,0,19.0,0.0
5,0.92,1,0,2,0,5,4,2,5,1,18.0,0.0
5,0.92,1,1,2,2,5,2,3,5,2,3.0,0.0
5,0.92,1,1,2,0,5,12,8,5,5,80.0,0.0
48,0.91,1,0,2,0,5,12,4,5,1,87.0,0.0
13,0.926,1,0,2,0,5,8,8,5,0,56.0,1.0
48,0.91,1,0,2,0,5,1,3,4,0,185.5,0.0
5,0.92,1,0,2,0,5,3,3,5,4,17.0,0.0
5,0.92,1,1,1,0,5,21,1,5,5,74.0,0.0
5,0.92,1,0,2,2,5,3,3,5,0,37.0,0.0
13,0.926,1,1,0,4,4,16,8,5,5,52.0,0.0
83,0.762,1,0,2,0,5,6,4,1,0,21.0,0.0
48,0.91,1,0,2,0,4,22,8,5,1,185.5,0.0
13,0.926,1,0,2,2,5,6,0,5,1,92.0,0.0
103,0.939,1,0,2,2,5,22,7,5,4,13.0,0.0
5,0.92,1,0,2,0,5,22,8,5,0,161.0,1.0
85,0.896,1,0,2,2,5,5,1,5,5,34.0,0.0
5,0.92,1,0,2,0,5,22,0,5,4,8.0,0.0
30,0.897,1,0,2,3,5,2,1,5,4,185.5,0.0
102,0.579,1,1,1,1,4,14,8,5,5,65.0,0.0
48,0.91,1,0,2,0,5,22,1,5,0,146.0,0.0
13,0.926,1,0,2,0,5,22,7,5,0,34.0,0.0
48,0.91,1,0,2,2,5,20,1,2,0,21.0,0.0
4,0.804,1,0,2,2,5,2,8,5,0,84.0,0.0
93,0.666,1,1,2,0,5,21,3,5,0,45.0,0.0
48,0.91,1,1,2,0,4,12,8,5,5,36.0,0.0
5,0.92,1,0,2,0,5,19,3,5,3,113.0,1.0
13,0.926,1,1,0,1,4,20,8,5,5,150.0,0.0
48,0.91,1,0,2,0,5,3,8,5,0,6.0,0.0
5,0.92,1,1,2,0,2,7,1,5,2,4.0,0.0
30,0.897,1,0,2,2,5,16,4,1,0,185.5,0.0
64,0.624,1,0,2,0,5,16,8,5,0,135.0,0.0
5,0.92,1,0,2,3,5,20,1,1,0,40.0,0.0
64,0.624,1,0,2,0,5,19,4,5,0,6.0,1.0
5,0.92,1,0,2,2,5,22,2,5,4,58.0,0.0
5,0.92,1,0,2,0,2,15,8,5,0,88.0,1.0
11,0.55,1,0,2,2,5,18,7,0,0,29.0,0.0
49,0.92,1,0,2,0,5,17,4,5,4,168.0,0.0
13,0.926,1,0,2,0,5,2,2,5,5,16.0,0.0
2,0.887,1,0,2,0,5,5,7,5,0,185.5,0.0
5,0.92,0,0,2,0,5,20,3,5,1,36.0,1.0
64,0.624,1,0,2,0,5,18,4,5,5,35.0,1.0
64,0.624,1,0,2,0,5,19,3,5,4,53.0,1.0
116,0.698,1,1,0,0,5,21,8,5,0,74.0,1.0
121,0.949,2,1,2,2,5,20,4,5,0,88.0,0.0
5,0.92,1,0,2,2,5,22,3,5,4,43.0,1.0
5,0.92,1,0,2,0,5,22,8,5,0,41.0,1.0
64,0.624,1,0,2,2,5,19,4,4,3,33.0,1.0
105,0.83,1,1,2,1,4,12,8,5,5,2.0,0.0
4,0.804,1,0,2,2,5,20,8,5,1,25.0,1.0
13,0.926,1,1,0,1,4,2,8,4,0,22.0,0.0
5,0.92,1,1,2,0,5,7,1,5,4,8.0,0.0
48,0.91,1,1,0,0,5,1,8,5,0,42.0,1.0
16,0.698,1,1,0,0,5,16,8,5,5,72.0,1.0
116,0.698,1,0,2,0,5,18,8,5,0,149.0,0.0
5,0.92,1,0,2,0,5,22,1,5,4,49.0,0.0
4,0.804,1,0,2,1,4,16,8,5,0,82.0,0.0
50,0.767,1,0,2,0,5,20,8,5,0,50.0,1.0
103,0.939,1,0,2,1,4,3,7,5,5,62.0,0.0
14,0.789,1,0,2,0,5,19,1,5,0,185.5,1.0
95,0.855,1,0,2,2,5,7,0,5,4,176.0,0.0
13,0.926,1,1,0,2,5,6,5,4,0,8.0,0.0
106,0.579,1,0,2,0,5,2,7,0,5,24.0,1.0
64,0.624,1,1,2,0,4,1,8,5,5,31.0,0.0
61,0.682,1,1,0,0,5,12,8,5,1,8.0,1.0
4,0.804,1,0,0,1,4,17,8,5,0,99.0,0.0
48,0.91,1,0,2,0,5,22,7,0,4,89.0,0.0
5,0.92,1,1,2,0,5,14,4,5,0,32.0,0.0
14,0.789,1,1,0,0,5,16,8,5,0,156.0,1.0
64,0.624,1,0,0,2,5,4,8,4,5,35.0,0.0
4,0.804,1,1,2,0,2,1,2,5,0,26.0,0.0
102,0.579,0,1,2,1,4,14,8,5,5,185.5,0.0
95,0.855,1,0,2,2,5,3,1,5,0,6.0,0.0
13,0.926,1,0,0,0,5,14,8,5,0,54.0,0.0
30,0.897,1,1,0,1,4,15,8,5,1,14.0,0.0
81,0.725,1,1,0,2,5,19,8,5,0,27.0,0.0
3,0.558,1,0,0,0,5,15,7,5,1,19.0,0.0
30,0.897,1,0,2,2,5,20,3,5,1,47.0,0.0
17,0.722,1,1,2,2,5,4,8,5,4,98.0,0.0
6,0.924,1,0,2,2,5,19,8,5,5,40.0,0.0
5,0.92,1,0,2,0,5,6,4,5,1,39.0,0.0
13,0.926,1,0,1,0,4,22,8,5,5,52.0,0.0
65,0.899,1,0,2,0,5,17,5,5,1,28.0,1.0
13,0.926,1,0,2,0,5,17,2,5,0,182.0,0.0
42,0.698,1,1,0,0,5,18,1,5,1,44.0,0.0
65,0.899,1,1,2,2,4,8,8,5,5,35.0,0.0
63,0.796,1,0,0,0,0,20,8,1,0,29.0,0.0
48,0.91,1,1,0,1,4,15,8,5,0,78.0,0.0
5,0.92,1,0,2,0,0,18,7,5,4,125.0,0.0
49,0.92,0,0,2,0,2,1,8,5,0,35.0,1.0
5,0.92,1,0,2,0,5,22,4,5,3,69.0,0.0
74,0.893,1,0,2,0,5,17,1,0,0,52.0,0.0
114,0.925,0,0,2,0,5,20,7,5,0,90.0,0.0
95,0.855,1,0,2,1,4,9,8,5,0,56.0,0.0
56,0.776,1,0,2,2,5,3,8,5,0,153.0,0.0
21,0.738,1,0,0,0,5,16,1,5,5,40.0,0.0
5,0.92,0,0,2,2,5,3,0,5,4,47.0,0.0
64,0.624,1,0,2,0,1,17,2,5,0,17.0,1.0
49,0.92,1,0,2,2,5,22,8,5,4,51.0,1.0
48,0.91,1,0,2,0,5,22,2,4,4,23.0,0.0
6,0.924,1,0,2,1,4,22,8,5,4,80.0,0.0
49,0.92,1,1,2,3,5,22,6,4,4,19.0,0.0
91,0.913,1,0,2,0,4,2,6,4,0,7.0,0.0
95,0.855,1,0,2,0,5,18,2,5,1,100.0,1.0
24,0.527,1,1,2,0,5,16,1,5,0,15.0,0.0
5,0.92,1,0,2,0,0,20,4,5,0,9.0,0.0
5,0.92,1,0,2,2,5,22,2,4,4,36.0,0.0
5,0.92,1,0,2,3,5,22,8,5,0,72.0,1.0
30,0.897,1,0,0,2,5,18,8,5,0,6.0,1.0
5,0.92,1,0,2,0,5,17,1,5,0,25.0,0.0
99,0.884,1,0,2,2,5,11,7,1,0,41.0,0.0
13,0.926,1,0,2,1,4,20,8,5,0,42.0,0.0
5,0.92,1,0,2,0,5,4,8,5,0,185.5,0.0
57,0.764,1,0,2,2,5,6,1,2,0,51.0,0.0
64,0.624,1,0,2,0,5,1,8,5,5,162.0,1.0
70,0.939,1,1,0,1,4,12,8,5,5,46.0,0.0
74,0.893,1,0,2,1,4,22,3,5,4,35.0,0.0
83,0.762,1,0,1,0,5,4,5,5,1,70.0,0.0
64,0.624,1,0,0,0,5,12,4,5,5,50.0,1.0
5,0.92,1,0,2,0,5,20,2,5,4,16.0,0.0
64,0.624,1,1,0,2,5,16,4,5,3,6.0,0.0
48,0.91,1,0,2,0,5,2,3,5,0,9.0,0.0
13,0.926,1,0,2,2,5,22,7,5,1,34.0,0.0
82,0.89,0,0,2,1,4,8,2,5,2,48.0,0.0
48,0.91,1,0,2,1,4,16,7,0,0,98.0,1.0
22,0.479,1,0,2,0,4,10,8,5,5,61.0,1.0
64,0.624,1,1,0,1,4,15,8,5,5,74.0,1.0
91,0.913,1,0,2,3,5,22,7,0,4,17.0,0.0
95,0.855,0,1,0,0,5,6,8,5,0,156.0,0.0
30,0.897,1,0,2,2,5,16,8,5,4,8.0,0.0
6,0.924,1,0,0,0,5,17,8,5,0,45.0,0.0
4,0.804,1,1,0,1,4,17,0,0,0,43.0,0.0
4,0.804,1,0,2,4,4,3,8,5,4,78.0,0.0
24,0.527,1,0,2,0,5,12,0,5,5,28.0,0.0
49,0.92,1,0,2,0,5,2,0,5,0,44.0,0.0
15,0.743,1,0,2,0,5,4,1,5,2,100.0,0.0
31,0.836,1,0,2,2,5,9,4,1,0,116.0,0.0
5,0.92,1,0,2,0,5,8,3,5,0,48.0,0.0
24,0.527,1,1,2,0,5,14,5,1,0,30.0,0.0
5,0.92,1,0,1,0,5,16,7,0,0,17.0,1.0
64,0.624,1,0,0,0,5,14,0,5,0,53.0,1.0
55,0.878,1,0,2,1,4,9,8,5,0,34.0,0.0
5,0.92,0,0,2,0,5,17,4,1,0,21.0,0.0
5,0.92,1,0,2,0,5,17,4,5,1,148.0,0.0
30,0.897,1,0,2,2,5,12,7,0,5,54.0,0.0
5,0.92,1,0,1,0,5,17,2,5,0,26.0,0.0
2,0.887,1,0,2,2,5,17,7,5,0,44.0,0.0
6,0.924,1,0,0,0,5,17,4,5,0,86.0,0.0
93,0.666,1,0,2,0,5,4,1,5,4,32.0,0.0
49,0.92,1,0,2,0,5,22,1,5,2,35.0,0.0
13,0.926,1,0,2,2,5,6,4,5,0,23.0,1.0
5,0.92,1,0,2,0,5,22,3,5,4,7.0,0.0
99,0.884,1,0,1,0,5,22,8,5,1,6.0,1.0
5,0.92,0,0,2,0,4,16,3,5,1,83.0,0.0
66,0.698,1,1,0,0,5,16,3,5,0,24.0,0.0
5,0.92,2,0,2,0,0,12,5,5,0,96.0,0.0
6,0.924,1,1,2,0,5,18,8,5,3,90.0,0.0
51,0.903,1,0,2,0,5,22,1,5,1,89.0,0.0
64,0.624,1,0,2,2,5,16,5,5,0,10.0,1.0
